Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Mujeres;15 Navarra;De 25 a 34 años;2010T1;39,8
Mujeres;15 Navarra;De 25 a 34 años;2009T4;40,3
Mujeres;15 Navarra;De 25 a 34 años;2009T3;40,8
Mujeres;15 Navarra;De 25 a 34 años;2009T2;42,1
Mujeres;15 Navarra;De 25 a 34 años;2009T1;41,2
Mujeres;15 Navarra;De 25 a 34 años;2008T4;41,5
Mujeres;15 Navarra;De 25 a 34 años;2008T3;40,2
Mujeres;15 Navarra;De 25 a 34 años;2008T2;41
Mujeres;15 Navarra;De 25 a 34 años;2008T1;41,8
Mujeres;15 Navarra;De 25 a 34 años;2007T4;41,7
Mujeres;15 Navarra;De 25 a 34 años;2007T3;40,6
Mujeres;15 Navarra;De 25 a 34 años;2007T2;39,3
Mujeres;15 Navarra;De 25 a 34 años;2007T1;41,2
Mujeres;15 Navarra;De 25 a 34 años;2006T4;41,4
Mujeres;15 Navarra;De 25 a 34 años;2006T3;41,3
Mujeres;15 Navarra;De 25 a 34 años;2006T2;40,8
Mujeres;15 Navarra;De 25 a 34 años;2006T1;41,9
Mujeres;15 Navarra;De 25 a 34 años;2005T4;42,1
Mujeres;15 Navarra;De 25 a 34 años;2005T3;39,6
Mujeres;15 Navarra;De 25 a 34 años;2005T2;38,3
Mujeres;15 Navarra;De 25 a 34 años;2005T1;41,5
Mujeres;15 Navarra;De 25 a 34 años;2004T4;38,3
Mujeres;15 Navarra;De 25 a 34 años;2004T3;37,3
Mujeres;15 Navarra;De 25 a 34 años;2004T2;38,1
Mujeres;15 Navarra;De 25 a 34 años;2004T1;40,2
Mujeres;15 Navarra;De 25 a 34 años;2003T4;39,8
Mujeres;15 Navarra;De 25 a 34 años;2003T3;39,4
Mujeres;15 Navarra;De 25 a 34 años;2003T2;38,3
Mujeres;15 Navarra;De 25 a 34 años;2003T1;36,9
Mujeres;15 Navarra;De 25 a 34 años;2002T4;38
Mujeres;15 Navarra;De 25 a 34 años;2002T3;37,1
Mujeres;15 Navarra;De 25 a 34 años;2002T2;36,3
Mujeres;15 Navarra;De 25 a 34 años;2002T1;34,4
Mujeres;15 Navarra;De 35 a 44 años;2023T3;36,1
Mujeres;15 Navarra;De 35 a 44 años;2023T2;37,8
Mujeres;15 Navarra;De 35 a 44 años;2023T1;38,4
Mujeres;15 Navarra;De 35 a 44 años;2022T4;38,3
Mujeres;15 Navarra;De 35 a 44 años;2022T3;36,2
Mujeres;15 Navarra;De 35 a 44 años;2022T2;36,6
Mujeres;15 Navarra;De 35 a 44 años;2022T1;39,3
Mujeres;15 Navarra;De 35 a 44 años;2021T4;39,2
Mujeres;15 Navarra;De 35 a 44 años;2021T3;40,4
Mujeres;15 Navarra;De 35 a 44 años;2021T2;39,7
Mujeres;15 Navarra;De 35 a 44 años;2021T1;41,7
Mujeres;15 Navarra;De 35 a 44 años;2020T4;42,8
Mujeres;15 Navarra;De 35 a 44 años;2020T3;40,9
Mujeres;15 Navarra;De 35 a 44 años;2020T2;40,5
Mujeres;15 Navarra;De 35 a 44 años;2020T1;42,5
Mujeres;15 Navarra;De 35 a 44 años;2019T4;42,5
Mujeres;15 Navarra;De 35 a 44 años;2019T3;41,6
Mujeres;15 Navarra;De 35 a 44 años;2019T2;42,8
Mujeres;15 Navarra;De 35 a 44 años;2019T1;40,6
Mujeres;15 Navarra;De 35 a 44 años;2018T4;43,3
Mujeres;15 Navarra;De 35 a 44 años;2018T3;42,3
Mujeres;15 Navarra;De 35 a 44 años;2018T2;44,9
Mujeres;15 Navarra;De 35 a 44 años;2018T1;44
Mujeres;15 Navarra;De 35 a 44 años;2017T4;43,8
Mujeres;15 Navarra;De 35 a 44 años;2017T3;42,7
Mujeres;15 Navarra;De 35 a 44 años;2017T2;43,9
Mujeres;15 Navarra;De 35 a 44 años;2017T1;43,5
Mujeres;15 Navarra;De 35 a 44 años;2016T4;44,3
Mujeres;15 Navarra;De 35 a 44 años;2016T3;43,8
Mujeres;15 Navarra;De 35 a 44 años;2016T2;40,9
Mujeres;15 Navarra;De 35 a 44 años;2016T1;42,6
Mujeres;15 Navarra;De 35 a 44 años;2015T4;44,2
Mujeres;15 Navarra;De 35 a 44 años;2015T3;44,7
Mujeres;15 Navarra;De 35 a 44 años;2015T2;45
Mujeres;15 Navarra;De 35 a 44 años;2015T1;44,4
Mujeres;15 Navarra;De 35 a 44 años;2014T4;44,2
Mujeres;15 Navarra;De 35 a 44 años;2014T3;44
Mujeres;15 Navarra;De 35 a 44 años;2014T2;43,1
Mujeres;15 Navarra;De 35 a 44 años;2014T1;45,6
Mujeres;15 Navarra;De 35 a 44 años;2013T4;42,6
Mujeres;15 Navarra;De 35 a 44 años;2013T3;43,9
Mujeres;15 Navarra;De 35 a 44 años;2013T2;43,4
Mujeres;15 Navarra;De 35 a 44 años;2013T1;44,3
Mujeres;15 Navarra;De 35 a 44 años;2012T4;44,2
Mujeres;15 Navarra;De 35 a 44 años;2012T3;42,2
Mujeres;15 Navarra;De 35 a 44 años;2012T2;44,4
Mujeres;15 Navarra;De 35 a 44 años;2012T1;44,3
Mujeres;15 Navarra;De 35 a 44 años;2011T4;44,2
Mujeres;15 Navarra;De 35 a 44 años;2011T3;42,6
Mujeres;15 Navarra;De 35 a 44 años;2011T2;42,5
Mujeres;15 Navarra;De 35 a 44 años;2011T1;41,6
Mujeres;15 Navarra;De 35 a 44 años;2010T4;41,3
Mujeres;15 Navarra;De 35 a 44 años;2010T3;39,3
Mujeres;15 Navarra;De 35 a 44 años;2010T2;40,7
Mujeres;15 Navarra;De 35 a 44 años;2010T1;40
Mujeres;15 Navarra;De 35 a 44 años;2009T4;40,6
Mujeres;15 Navarra;De 35 a 44 años;2009T3;41,1
Mujeres;15 Navarra;De 35 a 44 años;2009T2;39,5
Mujeres;15 Navarra;De 35 a 44 años;2009T1;40
Mujeres;15 Navarra;De 35 a 44 años;2008T4;40,5
Mujeres;15 Navarra;De 35 a 44 años;2008T3;40
Mujeres;15 Navarra;De 35 a 44 años;2008T2;38,9
Mujeres;15 Navarra;De 35 a 44 años;2008T1;40,1
Mujeres;15 Navarra;De 35 a 44 años;2007T4;37,8
Mujeres;15 Navarra;De 35 a 44 años;2007T3;37,1
Mujeres;15 Navarra;De 35 a 44 años;2007T2;36,7
Mujeres;15 Navarra;De 35 a 44 años;2007T1;38,7
Mujeres;15 Navarra;De 35 a 44 años;2006T4;36,7
Mujeres;15 Navarra;De 35 a 44 años;2006T3;37,3
Mujeres;15 Navarra;De 35 a 44 años;2006T2;36,4
Mujeres;15 Navarra;De 35 a 44 años;2006T1;35
Mujeres;15 Navarra;De 35 a 44 años;2005T4;36
Mujeres;15 Navarra;De 35 a 44 años;2005T3;34,6
Mujeres;15 Navarra;De 35 a 44 años;2005T2;34,7
Mujeres;15 Navarra;De 35 a 44 años;2005T1;33,2
Mujeres;15 Navarra;De 35 a 44 años;2004T4;32,6
Mujeres;15 Navarra;De 35 a 44 años;2004T3;31,2
Mujeres;15 Navarra;De 35 a 44 años;2004T2;31,5
Mujeres;15 Navarra;De 35 a 44 años;2004T1;32,6
Mujeres;15 Navarra;De 35 a 44 años;2003T4;31,4
Mujeres;15 Navarra;De 35 a 44 años;2003T3;31,1
Mujeres;15 Navarra;De 35 a 44 años;2003T2;29,9
Mujeres;15 Navarra;De 35 a 44 años;2003T1;30
Mujeres;15 Navarra;De 35 a 44 años;2002T4;30,9
Mujeres;15 Navarra;De 35 a 44 años;2002T3;30,4
Mujeres;15 Navarra;De 35 a 44 años;2002T2;29,5
Mujeres;15 Navarra;De 35 a 44 años;2002T1;30,1
Mujeres;15 Navarra;De 45 a 54 años;2023T3;47
Mujeres;15 Navarra;De 45 a 54 años;2023T2;45,6
Mujeres;15 Navarra;De 45 a 54 años;2023T1;46,5
Mujeres;15 Navarra;De 45 a 54 años;2022T4;46,8
Mujeres;15 Navarra;De 45 a 54 años;2022T3;44,8
Mujeres;15 Navarra;De 45 a 54 años;2022T2;45,2
Mujeres;15 Navarra;De 45 a 54 años;2022T1;44,9
Mujeres;15 Navarra;De 45 a 54 años;2021T4;43,8
Mujeres;15 Navarra;De 45 a 54 años;2021T3;43,5
Mujeres;15 Navarra;De 45 a 54 años;2021T2;43
Mujeres;15 Navarra;De 45 a 54 años;2021T1;41,5
Mujeres;15 Navarra;De 45 a 54 años;2020T4;41
Mujeres;15 Navarra;De 45 a 54 años;2020T3;40,8
Mujeres;15 Navarra;De 45 a 54 años;2020T2;41,1
Mujeres;15 Navarra;De 45 a 54 años;2020T1;42,9
Mujeres;15 Navarra;De 45 a 54 años;2019T4;43,4
Mujeres;15 Navarra;De 45 a 54 años;2019T3;43,2
Mujeres;15 Navarra;De 45 a 54 años;2019T2;42,8
Mujeres;15 Navarra;De 45 a 54 años;2019T1;42
Mujeres;15 Navarra;De 45 a 54 años;2018T4;42,1
Mujeres;15 Navarra;De 45 a 54 años;2018T3;40,6
Mujeres;15 Navarra;De 45 a 54 años;2018T2;40,5
Mujeres;15 Navarra;De 45 a 54 años;2018T1;39,1
Mujeres;15 Navarra;De 45 a 54 años;2017T4;39,1
Mujeres;15 Navarra;De 45 a 54 años;2017T3;39,5
Mujeres;15 Navarra;De 45 a 54 años;2017T2;37,9
Mujeres;15 Navarra;De 45 a 54 años;2017T1;39,6
Mujeres;15 Navarra;De 45 a 54 años;2016T4;41
Mujeres;15 Navarra;De 45 a 54 años;2016T3;39,9
Mujeres;15 Navarra;De 45 a 54 años;2016T2;40,5
Mujeres;15 Navarra;De 45 a 54 años;2016T1;40,9
Mujeres;15 Navarra;De 45 a 54 años;2015T4;39
Mujeres;15 Navarra;De 45 a 54 años;2015T3;37,8
Mujeres;15 Navarra;De 45 a 54 años;2015T2;38,2
Mujeres;15 Navarra;De 45 a 54 años;2015T1;36,4
Mujeres;15 Navarra;De 45 a 54 años;2014T4;36,3
Mujeres;15 Navarra;De 45 a 54 años;2014T3;36,1
Mujeres;15 Navarra;De 45 a 54 años;2014T2;36,2
Mujeres;15 Navarra;De 45 a 54 años;2014T1;36,5
Mujeres;15 Navarra;De 45 a 54 años;2013T4;35,9
Mujeres;15 Navarra;De 45 a 54 años;2013T3;34,6
Mujeres;15 Navarra;De 45 a 54 años;2013T2;36,5
Mujeres;15 Navarra;De 45 a 54 años;2013T1;37,5
Mujeres;15 Navarra;De 45 a 54 años;2012T4;37,9
Mujeres;15 Navarra;De 45 a 54 años;2012T3;35,3
Mujeres;15 Navarra;De 45 a 54 años;2012T2;37,3
Mujeres;15 Navarra;De 45 a 54 años;2012T1;36,7
Mujeres;15 Navarra;De 45 a 54 años;2011T4;36,4
Mujeres;15 Navarra;De 45 a 54 años;2011T3;35,2
Mujeres;15 Navarra;De 45 a 54 años;2011T2;36,2
Mujeres;15 Navarra;De 45 a 54 años;2011T1;36,1
Mujeres;15 Navarra;De 45 a 54 años;2010T4;34,4
Mujeres;15 Navarra;De 45 a 54 años;2010T3;34
Mujeres;15 Navarra;De 45 a 54 años;2010T2;34
Mujeres;15 Navarra;De 45 a 54 años;2010T1;31,7
Mujeres;15 Navarra;De 45 a 54 años;2009T4;31,3
Mujeres;15 Navarra;De 45 a 54 años;2009T3;29,5
Mujeres;15 Navarra;De 45 a 54 años;2009T2;31
Mujeres;15 Navarra;De 45 a 54 años;2009T1;31
Mujeres;15 Navarra;De 45 a 54 años;2008T4;30,1
Mujeres;15 Navarra;De 45 a 54 años;2008T3;29,8
Mujeres;15 Navarra;De 45 a 54 años;2008T2;29,6
Mujeres;15 Navarra;De 45 a 54 años;2008T1;30,3
Mujeres;15 Navarra;De 45 a 54 años;2007T4;27,8
Mujeres;15 Navarra;De 45 a 54 años;2007T3;27,7
Mujeres;15 Navarra;De 45 a 54 años;2007T2;28,3
Mujeres;15 Navarra;De 45 a 54 años;2007T1;27,8
Mujeres;15 Navarra;De 45 a 54 años;2006T4;27,7
Mujeres;15 Navarra;De 45 a 54 años;2006T3;26,4
Mujeres;15 Navarra;De 45 a 54 años;2006T2;24,6
Mujeres;15 Navarra;De 45 a 54 años;2006T1;24,5
Mujeres;15 Navarra;De 45 a 54 años;2005T4;26,5
Mujeres;15 Navarra;De 45 a 54 años;2005T3;23,3
Mujeres;15 Navarra;De 45 a 54 años;2005T2;23,9
Mujeres;15 Navarra;De 45 a 54 años;2005T1;22,5
Mujeres;15 Navarra;De 45 a 54 años;2004T4;23
Mujeres;15 Navarra;De 45 a 54 años;2004T3;21,5
Mujeres;15 Navarra;De 45 a 54 años;2004T2;21,3
Mujeres;15 Navarra;De 45 a 54 años;2004T1;20,9
Mujeres;15 Navarra;De 45 a 54 años;2003T4;21,7
Mujeres;15 Navarra;De 45 a 54 años;2003T3;21,6
Mujeres;15 Navarra;De 45 a 54 años;2003T2;21,1
Mujeres;15 Navarra;De 45 a 54 años;2003T1;20,3
Mujeres;15 Navarra;De 45 a 54 años;2002T4;19,5
Mujeres;15 Navarra;De 45 a 54 años;2002T3;19,8
Mujeres;15 Navarra;De 45 a 54 años;2002T2;18,7
Mujeres;15 Navarra;De 45 a 54 años;2002T1;17,5
Mujeres;15 Navarra;55 y más años;2023T3;32,8
Mujeres;15 Navarra;55 y más años;2023T2;32,1
Mujeres;15 Navarra;55 y más años;2023T1;32,3
Mujeres;15 Navarra;55 y más años;2022T4;31,3
Mujeres;15 Navarra;55 y más años;2022T3;31,6
Mujeres;15 Navarra;55 y más años;2022T2;29,3
Mujeres;15 Navarra;55 y más años;2022T1;30,3
Mujeres;15 Navarra;55 y más años;2021T4;29,3
Mujeres;15 Navarra;55 y más años;2021T3;28,1
Mujeres;15 Navarra;55 y más años;2021T2;30,9
Mujeres;15 Navarra;55 y más años;2021T1;29,3
Mujeres;15 Navarra;55 y más años;2020T4;25,8
Mujeres;15 Navarra;55 y más años;2020T3;26
Mujeres;15 Navarra;55 y más años;2020T2;23,5
Mujeres;15 Navarra;55 y más años;2020T1;24,2
Mujeres;15 Navarra;55 y más años;2019T4;25,2
Mujeres;15 Navarra;55 y más años;2019T3;23,8
Mujeres;15 Navarra;55 y más años;2019T2;24,8
Mujeres;15 Navarra;55 y más años;2019T1;23,7
Mujeres;15 Navarra;55 y más años;2018T4;25,2
Mujeres;15 Navarra;55 y más años;2018T3;24,8
Mujeres;15 Navarra;55 y más años;2018T2;24,5
Mujeres;15 Navarra;55 y más años;2018T1;23,8
Mujeres;15 Navarra;55 y más años;2017T4;23,9
Mujeres;15 Navarra;55 y más años;2017T3;22,7
Mujeres;15 Navarra;55 y más años;2017T2;25,7
Mujeres;15 Navarra;55 y más años;2017T1;22,5
Mujeres;15 Navarra;55 y más años;2016T4;22,6
Mujeres;15 Navarra;55 y más años;2016T3;22,3
Mujeres;15 Navarra;55 y más años;2016T2;21,5
Mujeres;15 Navarra;55 y más años;2016T1;21,1
Mujeres;15 Navarra;55 y más años;2015T4;20,9
Mujeres;15 Navarra;55 y más años;2015T3;20,6
Mujeres;15 Navarra;55 y más años;2015T2;18,4
Mujeres;15 Navarra;55 y más años;2015T1;18,6
Mujeres;15 Navarra;55 y más años;2014T4;20,1
Mujeres;15 Navarra;55 y más años;2014T3;19,7
Mujeres;15 Navarra;55 y más años;2014T2;20,6
Mujeres;15 Navarra;55 y más años;2014T1;20,5
Mujeres;15 Navarra;55 y más años;2013T4;19,3
Mujeres;15 Navarra;55 y más años;2013T3;17,9
Mujeres;15 Navarra;55 y más años;2013T2;18,6
Mujeres;15 Navarra;55 y más años;2013T1;19,1
Mujeres;15 Navarra;55 y más años;2012T4;19
Mujeres;15 Navarra;55 y más años;2012T3;18,4
Mujeres;15 Navarra;55 y más años;2012T2;17
Mujeres;15 Navarra;55 y más años;2012T1;16,6
Mujeres;15 Navarra;55 y más años;2011T4;16,9
Mujeres;15 Navarra;55 y más años;2011T3;13,5
Mujeres;15 Navarra;55 y más años;2011T2;13,4
Mujeres;15 Navarra;55 y más años;2011T1;14,3
Mujeres;15 Navarra;55 y más años;2010T4;13,7
Mujeres;15 Navarra;55 y más años;2010T3;13,9
Mujeres;15 Navarra;55 y más años;2010T2;14,5
Mujeres;15 Navarra;55 y más años;2010T1;15,2
Mujeres;15 Navarra;55 y más años;2009T4;14,2
Mujeres;15 Navarra;55 y más años;2009T3;14,1
Mujeres;15 Navarra;55 y más años;2009T2;13,5
Mujeres;15 Navarra;55 y más años;2009T1;12,9
Mujeres;15 Navarra;55 y más años;2008T4;12,6
Mujeres;15 Navarra;55 y más años;2008T3;13
Mujeres;15 Navarra;55 y más años;2008T2;12,1
Mujeres;15 Navarra;55 y más años;2008T1;11,3
Mujeres;15 Navarra;55 y más años;2007T4;11,4
Mujeres;15 Navarra;55 y más años;2007T3;10,9
Mujeres;15 Navarra;55 y más años;2007T2;12,2
Mujeres;15 Navarra;55 y más años;2007T1;12,1
Mujeres;15 Navarra;55 y más años;2006T4;12
Mujeres;15 Navarra;55 y más años;2006T3;11,1
Mujeres;15 Navarra;55 y más años;2006T2;11,6
Mujeres;15 Navarra;55 y más años;2006T1;12,3
Mujeres;15 Navarra;55 y más años;2005T4;12,5
Mujeres;15 Navarra;55 y más años;2005T3;11,9
Mujeres;15 Navarra;55 y más años;2005T2;12,9
Mujeres;15 Navarra;55 y más años;2005T1;11,4
Mujeres;15 Navarra;55 y más años;2004T4;10,9
Mujeres;15 Navarra;55 y más años;2004T3;9,8
Mujeres;15 Navarra;55 y más años;2004T2;9,5
Mujeres;15 Navarra;55 y más años;2004T1;9,3
Mujeres;15 Navarra;55 y más años;2003T4;8,8
Mujeres;15 Navarra;55 y más años;2003T3;8,7
Mujeres;15 Navarra;55 y más años;2003T2;9,2
Mujeres;15 Navarra;55 y más años;2003T1;8,3
Mujeres;15 Navarra;55 y más años;2002T4;7,2
Mujeres;15 Navarra;55 y más años;2002T3;7,7
Mujeres;15 Navarra;55 y más años;2002T2;7,3
Mujeres;15 Navarra;55 y más años;2002T1;7,4
Mujeres;16 País Vasco;Total;2023T3;514,6
Mujeres;16 País Vasco;Total;2023T2;502,9
Mujeres;16 País Vasco;Total;2023T1;495,9
Mujeres;16 País Vasco;Total;2022T4;491,1
Mujeres;16 País Vasco;Total;2022T3;498,6
Mujeres;16 País Vasco;Total;2022T2;496,8
Mujeres;16 País Vasco;Total;2022T1;503,5
Mujeres;16 País Vasco;Total;2021T4;508,4
Mujeres;16 País Vasco;Total;2021T3;504,3
Mujeres;16 País Vasco;Total;2021T2;496,5
Mujeres;16 País Vasco;Total;2021T1;491,6
Mujeres;16 País Vasco;Total;2020T4;498,9
Mujeres;16 País Vasco;Total;2020T3;497,7
Mujeres;16 País Vasco;Total;2020T2;481,4
Mujeres;16 País Vasco;Total;2020T1;492,9
Mujeres;16 País Vasco;Total;2019T4;498,7
Mujeres;16 País Vasco;Total;2019T3;493,5
Mujeres;16 País Vasco;Total;2019T2;493,4
Mujeres;16 País Vasco;Total;2019T1;503,8
Mujeres;16 País Vasco;Total;2018T4;494,7
Mujeres;16 País Vasco;Total;2018T3;480,2
Mujeres;16 País Vasco;Total;2018T2;494,9
Mujeres;16 País Vasco;Total;2018T1;487,3
Mujeres;16 País Vasco;Total;2017T4;484,7
Mujeres;16 País Vasco;Total;2017T3;480
Mujeres;16 País Vasco;Total;2017T2;482,6
Mujeres;16 País Vasco;Total;2017T1;479,5
Mujeres;16 País Vasco;Total;2016T4;483,2
Mujeres;16 País Vasco;Total;2016T3;493,5
Mujeres;16 País Vasco;Total;2016T2;487,3
Mujeres;16 País Vasco;Total;2016T1;485,8
Mujeres;16 País Vasco;Total;2015T4;485,8
Mujeres;16 País Vasco;Total;2015T3;471,9
Mujeres;16 País Vasco;Total;2015T2;486,3
Mujeres;16 País Vasco;Total;2015T1;493
Mujeres;16 País Vasco;Total;2014T4;498,3
Mujeres;16 País Vasco;Total;2014T3;470,8
Mujeres;16 País Vasco;Total;2014T2;487,1
Mujeres;16 País Vasco;Total;2014T1;486
Mujeres;16 País Vasco;Total;2013T4;493,6
Mujeres;16 País Vasco;Total;2013T3;477,5
Mujeres;16 País Vasco;Total;2013T2;489,4
Mujeres;16 País Vasco;Total;2013T1;493,2
Mujeres;16 País Vasco;Total;2012T4;500,6
Mujeres;16 País Vasco;Total;2012T3;491,6
Mujeres;16 País Vasco;Total;2012T2;498,5
Mujeres;16 País Vasco;Total;2012T1;492,7
Mujeres;16 País Vasco;Total;2011T4;508
Mujeres;16 País Vasco;Total;2011T3;503,3
Mujeres;16 País Vasco;Total;2011T2;504,6
Mujeres;16 País Vasco;Total;2011T1;502,2
Mujeres;16 País Vasco;Total;2010T4;495,1
Mujeres;16 País Vasco;Total;2010T3;483,1
Mujeres;16 País Vasco;Total;2010T2;486,7
Mujeres;16 País Vasco;Total;2010T1;480,3
Mujeres;16 País Vasco;Total;2009T4;488,2
Mujeres;16 País Vasco;Total;2009T3;481,6
Mujeres;16 País Vasco;Total;2009T2;475,9
Mujeres;16 País Vasco;Total;2009T1;477,8
Mujeres;16 País Vasco;Total;2008T4;482,2
Mujeres;16 País Vasco;Total;2008T3;483
Mujeres;16 País Vasco;Total;2008T2;471,5
Mujeres;16 País Vasco;Total;2008T1;462,6
Mujeres;16 País Vasco;Total;2007T4;470,5
Mujeres;16 País Vasco;Total;2007T3;461,7
Mujeres;16 País Vasco;Total;2007T2;465,1
Mujeres;16 País Vasco;Total;2007T1;462
Mujeres;16 País Vasco;Total;2006T4;471,1
Mujeres;16 País Vasco;Total;2006T3;463,6
Mujeres;16 País Vasco;Total;2006T2;462,5
Mujeres;16 País Vasco;Total;2006T1;456,1
Mujeres;16 País Vasco;Total;2005T4;452,8
Mujeres;16 País Vasco;Total;2005T3;435,9
Mujeres;16 País Vasco;Total;2005T2;444,3
Mujeres;16 País Vasco;Total;2005T1;445,2
Mujeres;16 País Vasco;Total;2004T4;435,9
Mujeres;16 País Vasco;Total;2004T3;431,6
Mujeres;16 País Vasco;Total;2004T2;429,7
Mujeres;16 País Vasco;Total;2004T1;432,8
Mujeres;16 País Vasco;Total;2003T4;427,7
Mujeres;16 País Vasco;Total;2003T3;425,1
Mujeres;16 País Vasco;Total;2003T2;424,8
Mujeres;16 País Vasco;Total;2003T1;417,4
Mujeres;16 País Vasco;Total;2002T4;421,6
Mujeres;16 País Vasco;Total;2002T3;413,2
Mujeres;16 País Vasco;Total;2002T2;405,9
Mujeres;16 País Vasco;Total;2002T1;403,5
Mujeres;16 País Vasco;De 16 a 19 años;2023T3;3,2
Mujeres;16 País Vasco;De 16 a 19 años;2023T2;6,2
Mujeres;16 País Vasco;De 16 a 19 años;2023T1;2,6
Mujeres;16 País Vasco;De 16 a 19 años;2022T4;4
Mujeres;16 País Vasco;De 16 a 19 años;2022T3;5,8
Mujeres;16 País Vasco;De 16 a 19 años;2022T2;6,2
Mujeres;16 País Vasco;De 16 a 19 años;2022T1;4,2
Mujeres;16 País Vasco;De 16 a 19 años;2021T4;6,5
Mujeres;16 País Vasco;De 16 a 19 años;2021T3;6,5
Mujeres;16 País Vasco;De 16 a 19 años;2021T2;5,5
Mujeres;16 País Vasco;De 16 a 19 años;2021T1;1,3
Mujeres;16 País Vasco;De 16 a 19 años;2020T4;2,9
Mujeres;16 País Vasco;De 16 a 19 años;2020T3;3,3
Mujeres;16 País Vasco;De 16 a 19 años;2020T2;1,2
Mujeres;16 País Vasco;De 16 a 19 años;2020T1;1,6
Mujeres;16 País Vasco;De 16 a 19 años;2019T4;3,7
Mujeres;16 País Vasco;De 16 a 19 años;2019T3;5,3
Mujeres;16 País Vasco;De 16 a 19 años;2019T2;3,1
Mujeres;16 País Vasco;De 16 a 19 años;2019T1;3,7
Mujeres;16 País Vasco;De 16 a 19 años;2018T4;3
Mujeres;16 País Vasco;De 16 a 19 años;2018T3;3,4
Mujeres;16 País Vasco;De 16 a 19 años;2018T2;3,9
Mujeres;16 País Vasco;De 16 a 19 años;2018T1;2,4
Mujeres;16 País Vasco;De 16 a 19 años;2017T4;3,4
Mujeres;16 País Vasco;De 16 a 19 años;2017T3;3,1
Mujeres;16 País Vasco;De 16 a 19 años;2017T2;3,2
Mujeres;16 País Vasco;De 16 a 19 años;2017T1;1,7
Mujeres;16 País Vasco;De 16 a 19 años;2016T4;2,3
Mujeres;16 País Vasco;De 16 a 19 años;2016T3;4,1
Mujeres;16 País Vasco;De 16 a 19 años;2016T2;4
Mujeres;16 País Vasco;De 16 a 19 años;2016T1;3,8
Mujeres;16 País Vasco;De 16 a 19 años;2015T4;2,6
Mujeres;16 País Vasco;De 16 a 19 años;2015T3;2,1
Mujeres;16 País Vasco;De 16 a 19 años;2015T2;3
Mujeres;16 País Vasco;De 16 a 19 años;2015T1;1,4
Mujeres;16 País Vasco;De 16 a 19 años;2014T4;2
Mujeres;16 País Vasco;De 16 a 19 años;2014T3;1,9
Mujeres;16 País Vasco;De 16 a 19 años;2014T2;2,8
Mujeres;16 País Vasco;De 16 a 19 años;2014T1;1,9
Mujeres;16 País Vasco;De 16 a 19 años;2013T4;3,2
Mujeres;16 País Vasco;De 16 a 19 años;2013T3;4,7
Mujeres;16 País Vasco;De 16 a 19 años;2013T2;3
Mujeres;16 País Vasco;De 16 a 19 años;2013T1;4,7
Mujeres;16 País Vasco;De 16 a 19 años;2012T4;4,4
Mujeres;16 País Vasco;De 16 a 19 años;2012T3;3,3
Mujeres;16 País Vasco;De 16 a 19 años;2012T2;3
Mujeres;16 País Vasco;De 16 a 19 años;2012T1;2,6
Mujeres;16 País Vasco;De 16 a 19 años;2011T4;3,8
Mujeres;16 País Vasco;De 16 a 19 años;2011T3;4,7
Mujeres;16 País Vasco;De 16 a 19 años;2011T2;3,9
Mujeres;16 País Vasco;De 16 a 19 años;2011T1;3,1
Mujeres;16 País Vasco;De 16 a 19 años;2010T4;2,7
Mujeres;16 País Vasco;De 16 a 19 años;2010T3;2,6
Mujeres;16 País Vasco;De 16 a 19 años;2010T2;3,4
Mujeres;16 País Vasco;De 16 a 19 años;2010T1;3,9
Mujeres;16 País Vasco;De 16 a 19 años;2009T4;4,6
Mujeres;16 País Vasco;De 16 a 19 años;2009T3;4,2
Mujeres;16 País Vasco;De 16 a 19 años;2009T2;5,4
Mujeres;16 País Vasco;De 16 a 19 años;2009T1;6,1
Mujeres;16 País Vasco;De 16 a 19 años;2008T4;5,8
Mujeres;16 País Vasco;De 16 a 19 años;2008T3;7,4
Mujeres;16 País Vasco;De 16 a 19 años;2008T2;4,7
Mujeres;16 País Vasco;De 16 a 19 años;2008T1;4,3
Mujeres;16 País Vasco;De 16 a 19 años;2007T4;6,8
Mujeres;16 País Vasco;De 16 a 19 años;2007T3;5,8
Mujeres;16 País Vasco;De 16 a 19 años;2007T2;4,6
Mujeres;16 País Vasco;De 16 a 19 años;2007T1;4,8
Mujeres;16 País Vasco;De 16 a 19 años;2006T4;6,4
Mujeres;16 País Vasco;De 16 a 19 años;2006T3;8,2
Mujeres;16 País Vasco;De 16 a 19 años;2006T2;6,4
Mujeres;16 País Vasco;De 16 a 19 años;2006T1;3,7
Mujeres;16 País Vasco;De 16 a 19 años;2005T4;5,7
Mujeres;16 País Vasco;De 16 a 19 años;2005T3;5,7
Mujeres;16 País Vasco;De 16 a 19 años;2005T2;5,2
Mujeres;16 País Vasco;De 16 a 19 años;2005T1;5,9
Mujeres;16 País Vasco;De 16 a 19 años;2004T4;4,2
Mujeres;16 País Vasco;De 16 a 19 años;2004T3;3,2
Mujeres;16 País Vasco;De 16 a 19 años;2004T2;1,7
Mujeres;16 País Vasco;De 16 a 19 años;2004T1;2,9
Mujeres;16 País Vasco;De 16 a 19 años;2003T4;3,1
Mujeres;16 País Vasco;De 16 a 19 años;2003T3;3,3
Mujeres;16 País Vasco;De 16 a 19 años;2003T2;3,5
